Open,High,Low,Close,Adj Close,Volume,Company
177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683594,180.19097900390625,104487900,AAPL
182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,177.904052734375,99310400,AAPL
179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,173.17184448242188,94537600,AAPL
172.6999969482422,175.3000030517578,171.63999938964844,172.0,170.28103637695312,96904000,AAPL
172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,170.44931030273438,86709100,AAPL
169.0800018310547,172.5,168.1699981689453,172.19000244140625,170.4691162109375,106765600,AAPL
172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,173.3302459716797,76138300,AAPL
176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,173.77574157714844,74805200,AAPL
175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,170.4691162109375,84505800,AAPL
171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,171.34033203125,80440800,AAPL
171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,168.10301208496094,90956700,AAPL
170.0,171.0800018310547,165.94000244140625,166.22999572753906,164.56866455078125,94815000,AAPL
166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,162.86587524414062,91420500,AAPL
164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,160.786865234375,122848900,AAPL
160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,160.0047607421875,162294600,AAPL
158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,158.18313598632812,115798400,AAPL
163.5,164.38999938964844,157.82000732421875,159.69000244140625,158.09402465820312,108275300,AAPL
162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,157.62872314453125,121954600,AAPL
165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,168.6277313232422,179935700,AAPL
170.16000366210938,175.0,169.50999450683594,174.77999877929688,173.0332489013672,115541600,AAPL
174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,172.8649444580078,86213900,AAPL
174.75,175.8800048828125,173.3300018310547,175.83999633789062,174.0826416015625,84914300,AAPL
174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,171.17201232910156,89418100,AAPL
171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,170.88455200195312,82465400,AAPL
172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,170.1609344482422,77251200,AAPL
171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,173.30325317382812,74829200,AAPL
176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,174.74058532714844,71285000,AAPL
174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,170.6168975830078,90865900,AAPL
172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,167.1672821044922,98670700,AAPL
167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,167.40521240234375,86185500,AAPL
170.97000122070312,172.9499969482422,170.25,172.7899932861328,171.28106689453125,62527400,AAPL
171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,171.0431671142578,61177400,AAPL
171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,167.40521240234375,69589300,AAPL
169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,165.83900451660156,82772700,AAPL
164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,162.88504028320312,91162800,AAPL
165.5399932861328,166.14999389648438,159.75,160.07000732421875,158.67214965820312,90009200,AAPL
152.5800018310547,162.85000610351562,152.0,162.74000549316406,161.31883239746094,141147500,AAPL
163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,163.410400390625,91974200,AAPL
163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,163.67803955078125,95056600,AAPL
164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,161.77481079101562,83474400,AAPL
164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,165.10548400878906,79724800,AAPL
168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,164.77835083007812,76678400,AAPL
164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,161.7450714111328,83737200,AAPL
163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,157.9088592529297,96418800,AAPL
158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,156.06509399414062,131148300,AAPL
161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,161.52700805664062,91454900,AAPL
160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,157.13568115234375,105342000,AAPL
158.92999267578125,159.27999877929688,154.5,154.72999572753906,153.37876892089844,96970100,AAPL
151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,149.30465698242188,108732100,AAPL
150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,153.73562622070312,92964300,AAPL
157.0500030517578,160.0,154.4600067138672,159.58999633789062,158.1963348388672,102300200,AAPL
158.61000061035156,161.0,157.6300048828125,160.6199951171875,159.2173309326172,75615400,AAPL
160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,162.5480194091797,123511700,AAPL
163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,163.935791015625,95811400,AAPL
165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,167.34573364257812,81532000,AAPL
167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,168.72360229492188,98062700,AAPL
171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,172.54991149902344,90131400,AAPL
173.8800048828125,175.27999877929688,172.75,174.72000122070312,173.19422912597656,80546200,AAPL
